polyhedron,face_id,n_sides,vertex_ids
TriaugmentedHexagonalPrism,F4,4,V6;V7;V1;V0
TriaugmentedHexagonalPrism,F5,3,V12;V0;V1
TriaugmentedHexagonalPrism,F6,3,V12;V1;V5
TriaugmentedHexagonalPrism,F7,3,V12;V5;V4
TriaugmentedHexagonalPrism,F8,3,V12;V4;V0
TriaugmentedHexagonalPrism,F9,3,V13;V3;V2
TriaugmentedHexagonalPrism,F10,3,V13;V2;V8
TriaugmentedHexagonalPrism,F11,3,V13;V8;V9
TriaugmentedHexagonalPrism,F12,3,V13;V9;V3
TriaugmentedHexagonalPrism,F13,3,V14;V6;V10
TriaugmentedHexagonalPrism,F14,3,V14;V10;V11
TriaugmentedHexagonalPrism,F15,3,V14;V11;V7
TriaugmentedHexagonalPrism,F16,3,V14;V7;V6
AugmentedDodecahedron,F0,5,V0;V2;V14;V4;V12
AugmentedDodecahedron,F1,5,V0;V16;V6;V18;V2
AugmentedDodecahedron,F2,5,V7;V6;V16;V10;V17
AugmentedDodecahedron,F3,5,V7;V17;V1;V3;V19
AugmentedDodecahedron,F4,5,V7;V19;V11;V18;V6
AugmentedDodecahedron,F5,5,V9;V11;V19;V3;V15
AugmentedDodecahedron,F6,5,V9;V15;V5;V4;V14
AugmentedDodecahedron,F7,5,V9;V14;V2;V18;V11
AugmentedDodecahedron,F8,5,V13;V1;V17;V10;V8
AugmentedDodecahedron,F9,5,V13;V8;V12;V4;V5
AugmentedDodecahedron,F10,5,V13;V5;V15;V3;V1
AugmentedDodecahedron,F11,3,V20;V0;V12
AugmentedDodecahedron,F12,3,V20;V12;V8
AugmentedDodecahedron,F13,3,V20;V8;V10
AugmentedDodecahedron,F14,3,V20;V10;V16
AugmentedDodecahedron,F15,3,V20;V16;V0
ParabiaugmentedDodecahedron,F0,5,V0;V2;V14;V4;V12
ParabiaugmentedDodecahedron,F1,5,V0;V12;V8;V10;V16
ParabiaugmentedDodecahedron,F2,5,V0;V16;V6;V18;V2
ParabiaugmentedDodecahedron,F3,5,V7;V6;V16;V10;V17
ParabiaugmentedDodecahedron,F4,5,V7;V17;V1;V3;V19
ParabiaugmentedDodecahedron,F5,5,V7;V19;V11;V18;V6
ParabiaugmentedDodecahedron,F6,5,V9;V11;V19;V3;V15
ParabiaugmentedDodecahedron,F7,5,V9;V15;V5;V4;V14
ParabiaugmentedDodecahedron,F8,5,V13;V5;V15;V3;V1
ParabiaugmentedDodecahedron,F9,5,V13;V8;V12;V4;V5
ParabiaugmentedDodecahedron,F10,3,V20;V1;V17
ParabiaugmentedDodecahedron,F11,3,V20;V17;V10
ParabiaugmentedDodecahedron,F12,3,V20;V10;V8
ParabiaugmentedDodecahedron,F13,3,V20;V8;V13
ParabiaugmentedDodecahedron,F14,3,V20;V13;V1
ParabiaugmentedDodecahedron,F15,3,V21;V2;V18
ParabiaugmentedDodecahedron,F16,3,V21;V18;V11
ParabiaugmentedDodecahedron,F17,3,V21;V11;V9
ParabiaugmentedDodecahedron,F18,3,V21;V9;V14
ParabiaugmentedDodecahedron,F19,3,V21;V14;V2
MetabiaugmentedDodecahedron,F0,5,V0;V2;V14;V4;V12
MetabiaugmentedDodecahedron,F1,5,V0;V16;V6;V18;V2
MetabiaugmentedDodecahedron,F2,5,V7;V6;V16;V10;V17
MetabiaugmentedDodecahedron,F3,5,V7;V17;V1;V3;V19
MetabiaugmentedDodecahedron,F4,5,V7;V19;V11;V18;V6
MetabiaugmentedDodecahedron,F5,5,V9;V11;V19;V3;V15
MetabiaugmentedDodecahedron,F6,5,V9;V15;V5;V4;V14
MetabiaugmentedDodecahedron,F7,5,V13;V1;V17;V10;V8
MetabiaugmentedDodecahedron,F8,5,V13;V5;V15;V3;V1
MetabiaugmentedDodecahedron,F9,5,V13;V8;V12;V4;V5
MetabiaugmentedDodecahedron,F10,3,V20;V16;V0
MetabiaugmentedDodecahedron,F11,3,V20;V0;V12
MetabiaugmentedDodecahedron,F12,3,V21;V14;V2
MetabiaugmentedDodecahedron,F13,3,V21;V2;V18
MetabiaugmentedDodecahedron,F14,3,V20;V10;V16
MetabiaugmentedDodecahedron,F15,3,V20;V12;V8
MetabiaugmentedDodecahedron,F16,3,V21;V9;V14
MetabiaugmentedDodecahedron,F17,3,V21;V18;V11
MetabiaugmentedDodecahedron,F18,3,V20;V8;V10
MetabiaugmentedDodecahedron,F19,3,V21;V11;V9
TriaugmentedDodecahedron,F0,5,V0;V2;V14;V4;V12
TriaugmentedDodecahedron,F1,5,V0;V12;V8;V10;V16
TriaugmentedDodecahedron,F2,5,V0;V16;V6;V18;V2
TriaugmentedDodecahedron,F3,5,V7;V17;V1;V3;V19
TriaugmentedDodecahedron,F4,5,V7;V19;V11;V18;V6
TriaugmentedDodecahedron,F5,5,V9;V11;V19;V3;V15
TriaugmentedDodecahedron,F6,5,V9;V15;V5;V4;V14
TriaugmentedDodecahedron,F7,5,V13;V5;V15;V3;V1
TriaugmentedDodecahedron,F8,5,V13;V1;V17;V10;V8
TriaugmentedDodecahedron,F9,3,V20;V4;V5
TriaugmentedDodecahedron,F10,3,V20;V5;V13
TriaugmentedDodecahedron,F11,3,V20;V13;V8
TriaugmentedDodecahedron,F12,3,V20;V8;V12
TriaugmentedDodecahedron,F13,3,V20;V12;V4
TriaugmentedDodecahedron,F14,3,V21;V6;V16
TriaugmentedDodecahedron,F15,3,V21;V16;V10
TriaugmentedDodecahedron,F16,3,V21;V10;V17
TriaugmentedDodecahedron,F17,3,V21;V17;V7
TriaugmentedDodecahedron,F18,3,V21;V7;V6
TriaugmentedDodecahedron,F19,3,V22;V2;V18
TriaugmentedDodecahedron,F20,3,V22;V18;V11
TriaugmentedDodecahedron,F21,3,V22;V11;V9
TriaugmentedDodecahedron,F22,3,V22;V9;V14
TriaugmentedDodecahedron,F23,3,V22;V14;V2
MetabidiminishedIcosahedron,F0,5,V0;V2;V7;V9;V5
MetabidiminishedIcosahedron,F1,5,V2;V0;V4;V8;V6
MetabidiminishedIcosahedron,F2,3,V0;V5;V4
MetabidiminishedIcosahedron,F3,3,V2;V6;V7
MetabidiminishedIcosahedron,F4,3,V1;V3;V8
MetabidiminishedIcosahedron,F5,3,V3;V1;V9
MetabidiminishedIcosahedron,F6,3,V1;V8;V4
MetabidiminishedIcosahedron,F7,3,V3;V9;V7
MetabidiminishedIcosahedron,F8,3,V1;V4;V5
MetabidiminishedIcosahedron,F9,3,V3;V7;V6
MetabidiminishedIcosahedron,F10,3,V1;V5;V9
MetabidiminishedIcosahedron,F11,3,V3;V6;V8
TridiminishedIcosahedron,F0,5,V0;V4;V8;V5;V2
TridiminishedIcosahedron,F1,5,V2;V5;V3;V7;V6
TridiminishedIcosahedron,F2,5,V6;V7;V1;V4;V0
TridiminishedIcosahedron,F3,3,V4;V1;V8
TridiminishedIcosahedron,F4,3,V5;V8;V3
TridiminishedIcosahedron,F5,3,V7;V3;V1
TridiminishedIcosahedron,F6,3,V1;V3;V8
TridiminishedIcosahedron,F7,3,V0;V2;V6
AugmentedTridiminishedIcosahedron,F0,5,V0;V5;V8;V3;V1
AugmentedTridiminishedIcosahedron,F1,5,V1;V3;V6;V4;V2
AugmentedTridiminishedIcosahedron,F2,5,V2;V4;V7;V5;V0
AugmentedTridiminishedIcosahedron,F3,3,V6;V8;V7
AugmentedTridiminishedIcosahedron,F4,3,V6;V7;V4
AugmentedTridiminishedIcosahedron,F5,3,V8;V6;V3
AugmentedTridiminishedIcosahedron,F6,3,V7;V8;V5
AugmentedTridiminishedIcosahedron,F7,3,V9;V0;V1
AugmentedTridiminishedIcosahedron,F8,3,V9;V1;V2
AugmentedTridiminishedIcosahedron,F9,3,V9;V2;V0
AugmentedTruncatedTetrahedron,F0,6,V0;V2;V6;V7;V11;V8
AugmentedTruncatedTetrahedron,F1,6,V5;V4;V8;V11;V3;V1
AugmentedTruncatedTetrahedron,F2,6,V10;V9;V1;V3;V7;V6
AugmentedTruncatedTetrahedron,F3,4,V0;V4;V13;V12
AugmentedTruncatedTetrahedron,F4,4,V5;V9;V14;V13
AugmentedTruncatedTetrahedron,F5,4,V10;V2;V12;V14
AugmentedTruncatedTetrahedron,F6,3,V0;V8;V4
AugmentedTruncatedTetrahedron,F7,3,V5;V1;V9
AugmentedTruncatedTetrahedron,F8,3,V10;V6;V2
AugmentedTruncatedTetrahedron,F9,3,V0;V12;V2
AugmentedTruncatedTetrahedron,F10,3,V5;V13;V4
AugmentedTruncatedTetrahedron,F11,3,V10;V14;V9
AugmentedTruncatedTetrahedron,F12,3,V3;V11;V7
AugmentedTruncatedTetrahedron,F13,3,V12;V13;V14
AugmentedTruncatedCube,F0,8,V1;V3;V19;V23;V7;V5;V21;V17
AugmentedTruncatedCube,F1,8,V0;V2;V10;V11;V3;V1;V9;V8
AugmentedTruncatedCube,F2,8,V20;V16;V8;V9;V17;V21;V13;V12
AugmentedTruncatedCube,F3,8,V6;V4;V12;V13;V5;V7;V15;V14
AugmentedTruncatedCube,F4,8,V18;V22;V14;V15;V23;V19;V11;V10
AugmentedTruncatedCube,F5,4,V24;V26;V25;V27
AugmentedTruncatedCube,F6,4,V0;V16;V26;V24
AugmentedTruncatedCube,F7,4,V20;V4;V25;V26
AugmentedTruncatedCube,F8,4,V6;V22;V27;V25
AugmentedTruncatedCube,F9,4,V18;V2;V24;V27
AugmentedTruncatedCube,F10,3,V0;V8;V16
AugmentedTruncatedCube,F11,3,V20;V12;V4
AugmentedTruncatedCube,F12,3,V6;V14;V22
AugmentedTruncatedCube,F13,3,V18;V10;V2
AugmentedTruncatedCube,F14,3,V0;V24;V2
AugmentedTruncatedCube,F15,3,V20;V26;V16
AugmentedTruncatedCube,F16,3,V6;V25;V4
AugmentedTruncatedCube,F17,3,V18;V27;V22
AugmentedTruncatedCube,F18,3,V3;V11;V19
AugmentedTruncatedCube,F19,3,V23;V15;V7
AugmentedTruncatedCube,F20,3,V5;V13;V21
AugmentedTruncatedCube,F21,3,V17;V9;V1
BiaugmentedTruncatedCube,F0,8,V0;V2;V10;V11;V3;V1;V9;V8
BiaugmentedTruncatedCube,F1,8,V20;V16;V8;V9;V17;V21;V13;V12
BiaugmentedTruncatedCube,F2,8,V6;V4;V12;V13;V5;V7;V15;V14
BiaugmentedTruncatedCube,F3,8,V18;V22;V14;V15;V23;V19;V11;V10
BiaugmentedTruncatedCube,F4,4,V24;V28;V26;V30
BiaugmentedTruncatedCube,F5,4,V25;V31;V27;V29
BiaugmentedTruncatedCube,F6,4,V0;V16;V28;V24
BiaugmentedTruncatedCube,F7,4,V20;V4;V26;V28
BiaugmentedTruncatedCube,F8,4,V6;V22;V30;V26
BiaugmentedTruncatedCube,F9,4,V18;V2;V24;V30
BiaugmentedTruncatedCube,F10,4,V5;V21;V29;V27
BiaugmentedTruncatedCube,F11,4,V17;V1;V25;V29
BiaugmentedTruncatedCube,F12,4,V3;V19;V31;V25
BiaugmentedTruncatedCube,F13,4,V23;V7;V27;V31
BiaugmentedTruncatedCube,F14,3,V0;V8;V16
BiaugmentedTruncatedCube,F15,3,V20;V12;V4
BiaugmentedTruncatedCube,F16,3,V6;V14;V22
BiaugmentedTruncatedCube,F17,3,V18;V10;V2
BiaugmentedTruncatedCube,F18,3,V5;V13;V21
BiaugmentedTruncatedCube,F19,3,V17;V9;V1
BiaugmentedTruncatedCube,F20,3,V3;V11;V19
BiaugmentedTruncatedCube,F21,3,V23;V15;V7
BiaugmentedTruncatedCube,F22,3,V0;V24;V2
BiaugmentedTruncatedCube,F23,3,V20;V28;V16
BiaugmentedTruncatedCube,F24,3,V6;V26;V4
BiaugmentedTruncatedCube,F25,3,V18;V30;V22
BiaugmentedTruncatedCube,F26,3,V5;V27;V7
BiaugmentedTruncatedCube,F27,3,V17;V29;V21
BiaugmentedTruncatedCube,F28,3,V3;V25;V1
BiaugmentedTruncatedCube,F29,3,V23;V31;V19
AugmentedTruncatedDodecahedron,F0,10,V0;V2;V14;V38;V46;V22;V20;V44;V36;V12
AugmentedTruncatedDodecahedron,F1,10,V1;V3;V19;V43;V51;V27;V25;V49;V41;V17
AugmentedTruncatedDodecahedron,F2,10,V2;V0;V16;V40;V48;V24;V26;V50;V42;V18
AugmentedTruncatedDodecahedron,F3,10,V3;V1;V13;V37;V45;V21;V23;V47;V39;V15
AugmentedTruncatedDodecahedron,F4,10,V4;V5;V21;V45;V53;V29;V28;V52;V44;V20
AugmentedTruncatedDodecahedron,F5,10,V5;V4;V22;V46;V54;V30;V31;V55;V47;V23
AugmentedTruncatedDodecahedron,F6,10,V6;V7;V27;V51;V59;V35;V34;V58;V50;V26
AugmentedTruncatedDodecahedron,F7,10,V7;V6;V24;V48;V56;V32;V33;V57;V49;V25
AugmentedTruncatedDodecahedron,F8,10,V9;V11;V35;V59;V43;V19;V15;V39;V55;V31
AugmentedTruncatedDodecahedron,F9,10,V10;V8;V29;V53;V37;V13;V17;V41;V57;V33
AugmentedTruncatedDodecahedron,F10,10,V11;V9;V30;V54;V38;V14;V18;V42;V58;V34
AugmentedTruncatedDodecahedron,F11,5,V60;V64;V61;V63;V62
AugmentedTruncatedDodecahedron,F12,4,V60;V62;V36;V52
AugmentedTruncatedDodecahedron,F13,4,V61;V64;V10;V32
AugmentedTruncatedDodecahedron,F14,4,V62;V63;V16;V12
AugmentedTruncatedDodecahedron,F15,4,V63;V61;V56;V40
AugmentedTruncatedDodecahedron,F16,4,V64;V60;V28;V8
AugmentedTruncatedDodecahedron,F17,3,V0;V12;V16
AugmentedTruncatedDodecahedron,F18,3,V1;V17;V13
AugmentedTruncatedDodecahedron,F19,3,V2;V18;V14
AugmentedTruncatedDodecahedron,F20,3,V3;V15;V19
AugmentedTruncatedDodecahedron,F21,3,V4;V20;V22
AugmentedTruncatedDodecahedron,F22,3,V5;V23;V21
AugmentedTruncatedDodecahedron,F23,3,V6;V26;V24
AugmentedTruncatedDodecahedron,F24,3,V7;V25;V27
AugmentedTruncatedDodecahedron,F25,3,V8;V28;V29
AugmentedTruncatedDodecahedron,F26,3,V9;V31;V30
AugmentedTruncatedDodecahedron,F27,3,V10;V33;V32
AugmentedTruncatedDodecahedron,F28,3,V11;V34;V35
AugmentedTruncatedDodecahedron,F29,3,V36;V44;V52
AugmentedTruncatedDodecahedron,F30,3,V37;V53;V45
AugmentedTruncatedDodecahedron,F31,3,V38;V54;V46
AugmentedTruncatedDodecahedron,F32,3,V39;V47;V55
AugmentedTruncatedDodecahedron,F33,3,V40;V56;V48
AugmentedTruncatedDodecahedron,F34,3,V41;V49;V57
AugmentedTruncatedDodecahedron,F35,3,V42;V50;V58
AugmentedTruncatedDodecahedron,F36,3,V43;V59;V51
AugmentedTruncatedDodecahedron,F37,3,V60;V52;V28
AugmentedTruncatedDodecahedron,F38,3,V61;V32;V56
AugmentedTruncatedDodecahedron,F39,3,V62;V12;V36
AugmentedTruncatedDodecahedron,F40,3,V63;V40;V16
AugmentedTruncatedDodecahedron,F41,3,V64;V8;V10
ParabiaugmentedTruncatedDodecahedron,F0,10,V0;V2;V14;V38;V46;V22;V20;V44;V36;V12
ParabiaugmentedTruncatedDodecahedron,F1,10,V1;V3;V19;V43;V51;V27;V25;V49;V41;V17
ParabiaugmentedTruncatedDodecahedron,F2,10,V2;V0;V16;V40;V48;V24;V26;V50;V42;V18
ParabiaugmentedTruncatedDodecahedron,F3,10,V3;V1;V13;V37;V45;V21;V23;V47;V39;V15
ParabiaugmentedTruncatedDodecahedron,F4,10,V4;V5;V21;V45;V53;V29;V28;V52;V44;V20
ParabiaugmentedTruncatedDodecahedron,F5,10,V5;V4;V22;V46;V54;V30;V31;V55;V47;V23
ParabiaugmentedTruncatedDodecahedron,F6,10,V6;V7;V27;V51;V59;V35;V34;V58;V50;V26
ParabiaugmentedTruncatedDodecahedron,F7,10,V7;V6;V24;V48;V56;V32;V33;V57;V49;V25
ParabiaugmentedTruncatedDodecahedron,F8,10,V8;V10;V32;V56;V40;V16;V12;V36;V52;V28
ParabiaugmentedTruncatedDodecahedron,F9,10,V9;V11;V35;V59;V43;V19;V15;V39;V55;V31
ParabiaugmentedTruncatedDodecahedron,F10,5,V60;V64;V66;V62;V68
ParabiaugmentedTruncatedDodecahedron,F11,5,V61;V65;V67;V63;V69
ParabiaugmentedTruncatedDodecahedron,F12,4,V60;V68;V9;V30
ParabiaugmentedTruncatedDodecahedron,F13,4,V61;V69;V8;V29
ParabiaugmentedTruncatedDodecahedron,F14,4,V62;V66;V42;V58
ParabiaugmentedTruncatedDodecahedron,F15,4,V63;V67;V41;V57
ParabiaugmentedTruncatedDodecahedron,F16,4,V64;V60;V54;V38
ParabiaugmentedTruncatedDodecahedron,F17,4,V65;V61;V53;V37
ParabiaugmentedTruncatedDodecahedron,F18,4,V66;V64;V14;V18
ParabiaugmentedTruncatedDodecahedron,F19,4,V67;V65;V13;V17
ParabiaugmentedTruncatedDodecahedron,F20,4,V68;V62;V34;V11
ParabiaugmentedTruncatedDodecahedron,F21,4,V69;V63;V33;V10
ParabiaugmentedTruncatedDodecahedron,F22,3,V0;V12;V16
ParabiaugmentedTruncatedDodecahedron,F23,3,V1;V17;V13
ParabiaugmentedTruncatedDodecahedron,F24,3,V2;V18;V14
ParabiaugmentedTruncatedDodecahedron,F25,3,V3;V15;V19
ParabiaugmentedTruncatedDodecahedron,F26,3,V4;V20;V22
ParabiaugmentedTruncatedDodecahedron,F27,3,V5;V23;V21
ParabiaugmentedTruncatedDodecahedron,F28,3,V6;V26;V24
ParabiaugmentedTruncatedDodecahedron,F29,3,V7;V25;V27
ParabiaugmentedTruncatedDodecahedron,F30,3,V8;V28;V29
ParabiaugmentedTruncatedDodecahedron,F31,3,V9;V31;V30
ParabiaugmentedTruncatedDodecahedron,F32,3,V10;V33;V32
ParabiaugmentedTruncatedDodecahedron,F33,3,V11;V34;V35
ParabiaugmentedTruncatedDodecahedron,F34,3,V36;V44;V52
ParabiaugmentedTruncatedDodecahedron,F35,3,V37;V53;V45
ParabiaugmentedTruncatedDodecahedron,F36,3,V38;V54;V46
ParabiaugmentedTruncatedDodecahedron,F37,3,V39;V47;V55
ParabiaugmentedTruncatedDodecahedron,F38,3,V40;V56;V48
ParabiaugmentedTruncatedDodecahedron,F39,3,V41;V49;V57
ParabiaugmentedTruncatedDodecahedron,F40,3,V42;V50;V58
ParabiaugmentedTruncatedDodecahedron,F41,3,V43;V59;V51
ParabiaugmentedTruncatedDodecahedron,F42,3,V60;V30;V54
ParabiaugmentedTruncatedDodecahedron,F43,3,V61;V29;V53
ParabiaugmentedTruncatedDodecahedron,F44,3,V62;V58;V34
ParabiaugmentedTruncatedDodecahedron,F45,3,V63;V57;V33
ParabiaugmentedTruncatedDodecahedron,F46,3,V64;V38;V14
ParabiaugmentedTruncatedDodecahedron,F47,3,V65;V37;V13
ParabiaugmentedTruncatedDodecahedron,F48,3,V66;V18;V42
ParabiaugmentedTruncatedDodecahedron,F49,3,V67;V17;V41
ParabiaugmentedTruncatedDodecahedron,F50,3,V68;V11;V9
ParabiaugmentedTruncatedDodecahedron,F51,3,V69;V10;V8
MetabiaugmentedTruncatedDodecahedron,F0,10,V0;V2;V14;V38;V46;V22;V20;V44;V36;V12
MetabiaugmentedTruncatedDodecahedron,F1,10,V1;V3;V19;V43;V51;V27;V25;V49;V41;V17
MetabiaugmentedTruncatedDodecahedron,F2,10,V2;V0;V16;V40;V48;V24;V26;V50;V42;V18
MetabiaugmentedTruncatedDodecahedron,F3,10,V3;V1;V13;V37;V45;V21;V23;V47;V39;V15
MetabiaugmentedTruncatedDodecahedron,F4,10,V4;V5;V21;V45;V53;V29;V28;V52;V44;V20
MetabiaugmentedTruncatedDodecahedron,F5,10,V5;V4;V22;V46;V54;V30;V31;V55;V47;V23
MetabiaugmentedTruncatedDodecahedron,F6,10,V6;V7;V27;V51;V59;V35;V34;V58;V50;V26
MetabiaugmentedTruncatedDodecahedron,F7,10,V7;V6;V24;V48;V56;V32;V33;V57;V49;V25
MetabiaugmentedTruncatedDodecahedron,F8,10,V9;V11;V35;V59;V43;V19;V15;V39;V55;V31
MetabiaugmentedTruncatedDodecahedron,F9,10,V10;V8;V29;V53;V37;V13;V17;V41;V57;V33
MetabiaugmentedTruncatedDodecahedron,F10,5,V60;V68;V62;V66;V64
MetabiaugmentedTruncatedDodecahedron,F11,5,V61;V65;V67;V63;V69
MetabiaugmentedTruncatedDodecahedron,F12,4,V60;V64;V36;V52
MetabiaugmentedTruncatedDodecahedron,F13,4,V61;V69;V9;V30
MetabiaugmentedTruncatedDodecahedron,F14,4,V62;V68;V10;V32
MetabiaugmentedTruncatedDodecahedron,F15,4,V63;V67;V42;V58
MetabiaugmentedTruncatedDodecahedron,F16,4,V64;V66;V16;V12
MetabiaugmentedTruncatedDodecahedron,F17,4,V65;V61;V54;V38
MetabiaugmentedTruncatedDodecahedron,F18,4,V66;V62;V56;V40
MetabiaugmentedTruncatedDodecahedron,F19,4,V67;V65;V14;V18
MetabiaugmentedTruncatedDodecahedron,F20,4,V68;V60;V28;V8
MetabiaugmentedTruncatedDodecahedron,F21,4,V69;V63;V34;V11
MetabiaugmentedTruncatedDodecahedron,F22,3,V0;V12;V16
MetabiaugmentedTruncatedDodecahedron,F23,3,V1;V17;V13
MetabiaugmentedTruncatedDodecahedron,F24,3,V2;V18;V14
MetabiaugmentedTruncatedDodecahedron,F25,3,V3;V15;V19
MetabiaugmentedTruncatedDodecahedron,F26,3,V4;V20;V22
MetabiaugmentedTruncatedDodecahedron,F27,3,V5;V23;V21
MetabiaugmentedTruncatedDodecahedron,F28,3,V6;V26;V24
MetabiaugmentedTruncatedDodecahedron,F29,3,V7;V25;V27
MetabiaugmentedTruncatedDodecahedron,F30,3,V8;V28;V29
MetabiaugmentedTruncatedDodecahedron,F31,3,V9;V31;V30
MetabiaugmentedTruncatedDodecahedron,F32,3,V10;V33;V32
MetabiaugmentedTruncatedDodecahedron,F33,3,V11;V34;V35
MetabiaugmentedTruncatedDodecahedron,F34,3,V36;V44;V52
MetabiaugmentedTruncatedDodecahedron,F35,3,V37;V53;V45
MetabiaugmentedTruncatedDodecahedron,F36,3,V38;V54;V46
MetabiaugmentedTruncatedDodecahedron,F37,3,V39;V47;V55
MetabiaugmentedTruncatedDodecahedron,F38,3,V40;V56;V48
MetabiaugmentedTruncatedDodecahedron,F39,3,V41;V49;V57
MetabiaugmentedTruncatedDodecahedron,F40,3,V42;V50;V58
MetabiaugmentedTruncatedDodecahedron,F41,3,V43;V59;V51
MetabiaugmentedTruncatedDodecahedron,F42,3,V60;V52;V28
MetabiaugmentedTruncatedDodecahedron,F43,3,V61;V30;V54
MetabiaugmentedTruncatedDodecahedron,F44,3,V62;V32;V56
MetabiaugmentedTruncatedDodecahedron,F45,3,V63;V58;V34
MetabiaugmentedTruncatedDodecahedron,F46,3,V64;V12;V36
MetabiaugmentedTruncatedDodecahedron,F47,3,V65;V38;V14
MetabiaugmentedTruncatedDodecahedron,F48,3,V66;V40;V16
MetabiaugmentedTruncatedDodecahedron,F49,3,V67;V18;V42
MetabiaugmentedTruncatedDodecahedron,F50,3,V68;V8;V10
MetabiaugmentedTruncatedDodecahedron,F51,3,V69;V11;V9
TriaugmentedTruncatedDodecahedron,F0,10,V0;V2;V14;V38;V46;V22;V20;V44;V36;V12
TriaugmentedTruncatedDodecahedron,F1,10,V1;V3;V19;V43;V51;V27;V25;V49;V41;V17
TriaugmentedTruncatedDodecahedron,F2,10,V2;V0;V16;V40;V48;V24;V26;V50;V42;V18
TriaugmentedTruncatedDodecahedron,F3,10,V3;V1;V13;V37;V45;V21;V23;V47;V39;V15
TriaugmentedTruncatedDodecahedron,F4,10,V5;V4;V22;V46;V54;V30;V31;V55;V47;V23
TriaugmentedTruncatedDodecahedron,F5,10,V6;V7;V27;V51;V59;V35;V34;V58;V50;V26
TriaugmentedTruncatedDodecahedron,F6,10,V8;V10;V32;V56;V40;V16;V12;V36;V52;V28
TriaugmentedTruncatedDodecahedron,F7,10,V9;V11;V35;V59;V43;V19;V15;V39;V55;V31
TriaugmentedTruncatedDodecahedron,F8,10,V10;V8;V29;V53;V37;V13;V17;V41;V57;V33
TriaugmentedTruncatedDodecahedron,F9,5,V60;V72;V61;V67;V66
TriaugmentedTruncatedDodecahedron,F10,5,V62;V68;V69;V63;V73
TriaugmentedTruncatedDodecahedron,F11,5,V64;V70;V71;V65;V74
TriaugmentedTruncatedDodecahedron,F12,4,V60;V66;V52;V44
TriaugmentedTruncatedDodecahedron,F13,4,V61;V72;V5;V21
TriaugmentedTruncatedDodecahedron,F14,4,V62;V73;V6;V24
TriaugmentedTruncatedDodecahedron,F15,4,V63;V69;V57;V49
TriaugmentedTruncatedDodecahedron,F16,4,V64;V74;V9;V30
TriaugmentedTruncatedDodecahedron,F17,4,V65;V71;V42;V58
TriaugmentedTruncatedDodecahedron,F18,4,V66;V67;V29;V28
TriaugmentedTruncatedDodecahedron,F19,4,V67;V61;V45;V53
TriaugmentedTruncatedDodecahedron,F20,4,V68;V62;V48;V56
TriaugmentedTruncatedDodecahedron,F21,4,V69;V68;V32;V33
TriaugmentedTruncatedDodecahedron,F22,4,V70;V64;V54;V38
TriaugmentedTruncatedDodecahedron,F23,4,V71;V70;V14;V18
TriaugmentedTruncatedDodecahedron,F24,4,V72;V60;V20;V4
TriaugmentedTruncatedDodecahedron,F25,4,V73;V63;V25;V7
TriaugmentedTruncatedDodecahedron,F26,4,V74;V65;V34;V11
TriaugmentedTruncatedDodecahedron,F27,3,V0;V12;V16
TriaugmentedTruncatedDodecahedron,F28,3,V1;V17;V13
TriaugmentedTruncatedDodecahedron,F29,3,V2;V18;V14
TriaugmentedTruncatedDodecahedron,F30,3,V3;V15;V19
TriaugmentedTruncatedDodecahedron,F31,3,V4;V20;V22
TriaugmentedTruncatedDodecahedron,F32,3,V5;V23;V21
TriaugmentedTruncatedDodecahedron,F33,3,V6;V26;V24
TriaugmentedTruncatedDodecahedron,F34,3,V7;V25;V27
TriaugmentedTruncatedDodecahedron,F35,3,V8;V28;V29
TriaugmentedTruncatedDodecahedron,F36,3,V9;V31;V30
TriaugmentedTruncatedDodecahedron,F37,3,V10;V33;V32
TriaugmentedTruncatedDodecahedron,F38,3,V11;V34;V35
TriaugmentedTruncatedDodecahedron,F39,3,V36;V44;V52
TriaugmentedTruncatedDodecahedron,F40,3,V37;V53;V45
TriaugmentedTruncatedDodecahedron,F41,3,V38;V54;V46
TriaugmentedTruncatedDodecahedron,F42,3,V39;V47;V55
TriaugmentedTruncatedDodecahedron,F43,3,V40;V56;V48
TriaugmentedTruncatedDodecahedron,F44,3,V41;V49;V57
TriaugmentedTruncatedDodecahedron,F45,3,V42;V50;V58
TriaugmentedTruncatedDodecahedron,F46,3,V43;V59;V51
TriaugmentedTruncatedDodecahedron,F47,3,V60;V44;V20
TriaugmentedTruncatedDodecahedron,F48,3,V61;V21;V45
TriaugmentedTruncatedDodecahedron,F49,3,V62;V24;V48
TriaugmentedTruncatedDodecahedron,F50,3,V63;V49;V25
TriaugmentedTruncatedDodecahedron,F51,3,V64;V30;V54
TriaugmentedTruncatedDodecahedron,F52,3,V65;V58;V34
TriaugmentedTruncatedDodecahedron,F53,3,V66;V28;V52
TriaugmentedTruncatedDodecahedron,F54,3,V67;V53;V29
TriaugmentedTruncatedDodecahedron,F55,3,V68;V56;V32
TriaugmentedTruncatedDodecahedron,F56,3,V69;V33;V57
TriaugmentedTruncatedDodecahedron,F57,3,V70;V38;V14
TriaugmentedTruncatedDodecahedron,F58,3,V71;V18;V42
TriaugmentedTruncatedDodecahedron,F59,3,V72;V4;V5
TriaugmentedTruncatedDodecahedron,F60,3,V73;V7;V6
TriaugmentedTruncatedDodecahedron,F61,3,V74;V11;V9
